Phone,Price,Mobile Link,Brand,Color,Storage,Image URL
"realme C51 (Mint Green, 64 GB)","₹7,999",https://www.flipkart.com/realme-c51-mint-green-64-gb/p/itm0e93bcb87927f?pid=MOBGSQGGC7NY4PXC&lid=LSTMOBGSQGGC7NY4PXCOCBP4E&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_156&otracker=browse&fm=organic&iid=f7705ac9-ba78-4a4b-8149-81a0760f2498.MOBGSQGGC7NY4PXC.SEARCH&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,realme,Groovy Violet,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/i/x/-original-imagt4qptrkzwmxa.jpeg?q=70
LAVA A3 Vibe DS Keypad Mobile| 1750 mAh Battery|Expandable Storage 32GB,"₹1,147",https://www.flipkart.com/lava-a3-vibe-ds-keypad-mobile-1750-mah-battery-expandable-storage-32gb/p/itmbb2b1e77c19d4?pid=MOBGRHR582KBDXMX&lid=LSTMOBGRHR582KBDXMX50OJZM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_157&otracker=browse&fm=organic&iid=f7705ac9-ba78-4a4b-8149-81a0760f2498.MOBGRHR582KBDXMX.SEARCH&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,LAVA,Starshine Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/g/k/a3-vibe-lava-a3-vibe-lava-original-imagrctuya4frg8r.jpeg?q=70
"realme Narzo N53 (Feather Gold, 128 GB)","₹9,970",https://www.flipkart.com/realme-narzo-n53-feather-gold-128-gb/p/itm3061a0a591574?pid=MOBGPYGW4RT75PEP&lid=LSTMOBGPYGW4RT75PEP9P4GWN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_158&otracker=browse&fm=organic&iid=f7705ac9-ba78-4a4b-8149-81a0760f2498.MOBGPYGW4RT75PEP.SEARCH&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,realme,Satin Blue,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/m/p/narzo-n53-rmx3761-realme-original-imagpygt4ywjecxk.jpeg?q=70
itel Ace2 Keypad Mobile| 1000 mAh Battery|Expandable Storage 32GB,₹849,https://www.flipkart.com/itel-ace2-keypad-mobile-1000-mah-battery-expandable-storage-32gb/p/itm8729508a405d7?pid=MOBGCC98RKMXSTFH&lid=LSTMOBGCC98RKMXSTFHHUBMDY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_159&otracker=browse&fm=organic&iid=f7705ac9-ba78-4a4b-8149-81a0760f2498.MOBGCC98RKMXSTFH.SEARCH&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,itel,Glacier Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/l0zm64w0/mobile/s/o/6/-original-imagcnvd28rmybhh.jpeg?q=70
"realme 12+ 5G (Pioneer Green, 256 GB)","₹21,999",https://www.flipkart.com/realme-12-5g-pioneer-green-256-gb/p/itmaf084e49c78e2?pid=MOBGYAFK2SGFMCFE&lid=LSTMOBGYAFK2SGFMCFERODKFP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_160&otracker=browse&fm=organic&iid=f7705ac9-ba78-4a4b-8149-81a0760f2498.MOBGYAFK2SGFMCFE.SEARCH&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,realme,Sea Green,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/w/x/-original-imagyzwyyzavhgfe.jpeg?q=70
"realme Narzo 60X 5G (Stellar Green, 128 GB)","₹11,999",https://www.flipkart.com/realme-narzo-60x-5g-stellar-green-128-gb/p/itm906a3c913a97f?pid=MOBGTJCKHSEFZC4G&lid=LSTMOBGTJCKHSEFZC4GFVIW6D&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_161&otracker=browse&fm=organic&iid=f7705ac9-ba78-4a4b-8149-81a0760f2498.MOBGTJCKHSEFZC4G.SEARCH&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,realme,Jade Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/9/u/narzo-60x-5g-rmx3782-realme-original-imagtkajyaspvemr.jpeg?q=70
"realme 12+ 5G (Pioneer Green, 128 GB)","₹19,999",https://www.flipkart.com/realme-12-5g-pioneer-green-128-gb/p/itmaf084e49c78e2?pid=MOBGYAFKSS6ZMTG7&lid=LSTMOBGYAFKSS6ZMTG7AW5IXR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_162&otracker=browse&fm=organic&iid=f7705ac9-ba78-4a4b-8149-81a0760f2498.MOBGYAFKSS6ZMTG7.SEARCH&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,realme,Jazzy Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/w/x/-original-imagyzwyyzavhgfe.jpeg?q=70
"Motorola g54 5G (Mint Green, 256 GB)","₹16,999",https://www.flipkart.com/motorola-g54-5g-mint-green-256-gb/p/itm9f608c1154160?pid=MOBGQFX8XGUATGRT&lid=LSTMOBGQFX8XGUATGRTUMNQ7U&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_163&otracker=browse&fm=organic&iid=f7705ac9-ba78-4a4b-8149-81a0760f2498.MOBGQFX8XGUATGRT.SEARCH&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,Motorola,Glimmer Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/2/g54-5g-payw0005in-motorola-original-imagt3mekfgqkyk8.jpeg?q=70
Nokia 105,"₹1,313",https://www.flipkart.com/nokia-105/p/itm06d7c5dde4ba9?pid=MOBGPYDWSHYANRMR&lid=LSTMOBGPYDWSHYANRMRFG3REE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_164&otracker=browse&fm=organic&iid=f7705ac9-ba78-4a4b-8149-81a0760f2498.MOBGPYDWSHYANRMR.SEARCH&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,Nokia,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/z/x/105-ta-1575ss-nokia-original-imagpydwz6dhzfzm.jpeg?q=70
Kechaoda K115,"₹1,080",https://www.flipkart.com/kechaoda-k115/p/itmexfz2mgxnzhnd?pid=MOBFZJS9RXJDGNFK&lid=LSTMOBFZJS9RXJDGNFKAQNYEQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_165&otracker=browse&fm=organic&iid=f7705ac9-ba78-4a4b-8149-81a0760f2498.MOBFZJS9RXJDGNFK.SEARCH&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,Kechaoda,Blue Black,128 GB,https://rukminim2.flixcart.com/image/312/312/k612pow0/mobile/n/f/k/kechaoda-k115-k115-original-imafzky34fgfyduj.jpeg?q=70
"realme Narzo N53 (Feather Gold, 64 GB)","₹8,032",https://www.flipkart.com/realme-narzo-n53-feather-gold-64-gb/p/itm3061a0a591574?pid=MOBGPYGT27JBG88Z&lid=LSTMOBGPYGT27JBG88Z7U9XF1&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_166&otracker=browse&fm=organic&iid=f7705ac9-ba78-4a4b-8149-81a0760f2498.MOBGPYGT27JBG88Z.SEARCH&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,realme,Stardust Silver,256 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/m/p/narzo-n53-rmx3761-realme-original-imagpygt4ywjecxk.jpeg?q=70
"SAMSUNG Galaxy M14 5G (Smoky Teal, 128 GB)","₹12,295",https://www.flipkart.com/samsung-galaxy-m14-5g-smoky-teal-128-gb/p/itm922004d76b4f7?pid=MOBGZWSZRKVHMZHW&lid=LSTMOBGZWSZRKVHMZHWCEON9Z&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_167&otracker=browse&fm=organic&iid=f7705ac9-ba78-4a4b-8149-81a0760f2498.MOBGZWSZRKVHMZHW.SEARCH&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,SAMSUNG,Glimmer Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/6/d/galaxy-m14-5g-sm-m146b-samsung-original-imagzvnkybtue5da.jpeg?q=70
"SAMSUNG Galaxy M14 5G (Berry Blue, 128 GB)","₹12,099",https://www.flipkart.com/samsung-galaxy-m14-5g-berry-blue-128-gb/p/itm922004d76b4f7?pid=MOBGZWSSAXNGYWRJ&lid=LSTMOBGZWSSAXNGYWRJTUOPUD&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_168&otracker=browse&fm=organic&iid=f7705ac9-ba78-4a4b-8149-81a0760f2498.MOBGZWSSAXNGYWRJ.SEARCH&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,SAMSUNG,Aurora Gold,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/x/n/galaxy-m14-5g-sm-m146b-samsung-original-imagzwssnfnzkpex.jpeg?q=70
"SAMSUNG Galaxy F34 5G (Orchid Violet, 128 GB)","₹14,999",https://www.flipkart.com/samsung-galaxy-f34-5g-orchid-violet-128-gb/p/itm97f82a0acbe1f?pid=MOBGRZMYGSVHDBGJ&lid=LSTMOBGRZMYGSVHDBGJ3I9H32&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_169&otracker=browse&fm=organic&iid=449cc137-22c1-4fb8-af21-aed4864b81b0.MOBGRZMYGSVHDBGJ.SEARCH&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,SAMSUNG,2a,Not available,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/k/x/-original-imagtrrqkxprtd4n.jpeg?q=70
itel Ace2 Keypad Mobile| 1000 mAh Battery|Expandable Storage 32GB,₹849,https://www.flipkart.com/itel-ace2-keypad-mobile-1000-mah-battery-expandable-storage-32gb/p/itm8729508a405d7?pid=MOBGCC98RKMXSTFH&lid=LSTMOBGCC98RKMXSTFHHUBMDY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_170&otracker=browse&fm=organic&iid=449cc137-22c1-4fb8-af21-aed4864b81b0.MOBGCC98RKMXSTFH.SEARCH&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,itel,Starfrost White,128 GB,https://rukminim2.flixcart.com/image/312/312/l0zm64w0/mobile/s/o/6/-original-imagcnvd28rmybhh.jpeg?q=70
"realme P1 5G (Peacock Green, 128 GB)","₹15,999",https://www.flipkart.com/realme-p1-5g-peacock-green-128-gb/p/itmae4447062b5b5?pid=MOBGYQ6BEHHQ9H7X&lid=LSTMOBGYQ6BEHHQ9H7XUGYV7T&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_171&otracker=browse&fm=organic&iid=en_UwLMf4OwJzBq9M1ST4TzJV-6EQcqqWCmmqWhXF7Cik7yAtJTGosz41XjNG1TOcNnA8xqmKKET0VQ-FK90ZMQ2PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,realme,Power Black,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/d/w/p1-5g-rmx3870-realme-original-imagzxksvkdqufye.jpeg?q=70
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_172&otracker=browse&fm=organic&iid=en_UwLMf4OwJzBq9M1ST4TzJV-6EQcqqWCmmqWhXF7Cik4QzPbIJqGEbgZuu1pHr4SXy-RydFuPrWRDQ9xVlYh5c_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,Nothing,Ocean Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/i/x/-original-imagyr3vfpqrpkbv.jpeg?q=70
"Motorola e13 (Aurora Green, 128 GB)","₹7,499",https://www.flipkart.com/motorola-e13-aurora-green-128-gb/p/itm87151a7bb1a4f?pid=MOBGQFX6HYNXCYGX&lid=LSTMOBGQFX6HYNXCYGXGXJTTI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_173&otracker=browse&fm=organic&iid=449cc137-22c1-4fb8-af21-aed4864b81b0.MOBGQFX6HYNXCYGX.SEARCH&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,Motorola,Charcoal Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/y/n/-original-imagshuzkeurgwd8.jpeg?q=70
"Motorola Edge 40 Neo (Caneel Bay, 128 GB)","₹22,999",https://www.flipkart.com/motorola-edge-40-neo-caneel-bay-128-gb/p/itm122f351a3a2a3?pid=MOBGQFX6K7YQJRSY&lid=LSTMOBGQFX6K7YQJRSY4YPKSE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_174&otracker=browse&fm=organic&iid=449cc137-22c1-4fb8-af21-aed4864b81b0.MOBGQFX6K7YQJRSY.SEARCH&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,Motorola,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/p/e/-original-imagtkzunhcht8vz.jpeg?q=70
"POCO M6 5G (Galactic Black, 128 GB)","₹10,499",https://www.flipkart.com/poco-m6-5g-galactic-black-128-gb/p/itmb18dc9ee625cf?pid=MOBGW9FEZKAV8QCZ&lid=LSTMOBGW9FEZKAV8QCZRRZJWH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_175&otracker=browse&fm=organic&iid=449cc137-22c1-4fb8-af21-aed4864b81b0.MOBGW9FEZKAV8QCZ.SEARCH&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,POCO,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/b/r/-original-imagytcpcnjbduwh.jpeg?q=70
itel Magic X Pro 4G| 2500mAh Big Battery| Expandable Storage upto 64GB,"₹1,599",https://www.flipkart.com/itel-magic-x-pro-4g-2500mah-big-battery-expandable-storage-upto-64gb/p/itm6a91d9875a444?pid=MOBGK2E6MBKZZEMX&lid=LSTMOBGK2E6MBKZZEMX0LIR2S&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_176&otracker=browse&fm=organic&iid=449cc137-22c1-4fb8-af21-aed4864b81b0.MOBGK2E6MBKZZEMX.SEARCH&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,itel,Ash Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/k/9/magicx-pro-mx-pro-itel-original-imagnybzczgpjskx.jpeg?q=70
"Nothing Phone (2a) 5G (Black, 256 GB)","₹27,999",https://www.flipkart.com/nothing-phone-2a-5g-black-256-gb/p/itm85c6bca5edadc?pid=MOBGVMQSMHEGGBRW&lid=LSTMOBGVMQSMHEGGBRWBAIRUF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_177&otracker=browse&fm=organic&iid=449cc137-22c1-4fb8-af21-aed4864b81b0.MOBGVMQSMHEGGBRW.SEARCH&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,Nothing,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/i/x/-original-imagyr3vfpqrpkbv.jpeg?q=70
"POCO C65 (Pastel Green, 128 GB)","₹7,299",https://www.flipkart.com/poco-c65-pastel-green-128-gb/p/itm534cf85baf789?pid=MOBGXTV9GCTRG3NV&lid=LSTMOBGXTV9GCTRG3NVGJTTCT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_178&otracker=browse&fm=organic&iid=449cc137-22c1-4fb8-af21-aed4864b81b0.MOBGXTV9GCTRG3NV.SEARCH&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,POCO,Royal Blue,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/1/p/-original-imagy2v5kfnq97xn.jpeg?q=70
"REDMI A2 (Aqua Blue, 64 GB)","₹5,299",https://www.flipkart.com/redmi-a2-aqua-blue-64-gb/p/itm0ee0c2925abdc?pid=MOBGR4UZWNAYKSUH&lid=LSTMOBGR4UZWNAYKSUHLM4QVV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_179&otracker=browse&fm=organic&iid=449cc137-22c1-4fb8-af21-aed4864b81b0.MOBGR4UZWNAYKSUH.SEARCH&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,REDMI,White,512 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/v/a/-original-imagwds6czsgbxvc.jpeg?q=70
Nokia 105 ss,"₹1,234",https://www.flipkart.com/nokia-105-ss/p/itm5319c7a0413cb?pid=MOBEWXFKRHBRWFD5&lid=LSTMOBEWXFKRHBRWFD5UODANB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_180&otracker=browse&fm=organic&iid=449cc137-22c1-4fb8-af21-aed4864b81b0.MOBEWXFKRHBRWFD5.SEARCH&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,Nokia,Groovy Violet,128 GB,https://rukminim2.flixcart.com/image/312/312/jyxaw7k0/mobile/p/4/5/nokia-105-dual-sim-2017-ta-1034-original-imafa9duv3yf5zmx.jpeg?q=70
"realme 12+ 5G (Navigator Beige, 128 GB)","₹19,999",https://www.flipkart.com/realme-12-5g-navigator-beige-128-gb/p/itmaf084e49c78e2?pid=MOBGYAFKS5P3GAHY&lid=LSTMOBGYAFKS5P3GAHYLSL84Z&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_181&otracker=browse&fm=organic&iid=449cc137-22c1-4fb8-af21-aed4864b81b0.MOBGYAFKS5P3GAHY.SEARCH&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,realme,Starshine Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/y/l/-original-imagyzwy3wk78ywr.jpeg?q=70
"realme 12+ 5G (Navigator Beige, 256 GB)","₹21,999",https://www.flipkart.com/realme-12-5g-navigator-beige-256-gb/p/itmaf084e49c78e2?pid=MOBGYAFKAQ6KB9RV&lid=LSTMOBGYAFKAQ6KB9RVRUQQUW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_182&otracker=browse&fm=organic&iid=449cc137-22c1-4fb8-af21-aed4864b81b0.MOBGYAFKAQ6KB9RV.SEARCH&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,realme,Satin Blue,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/y/l/-original-imagyzwy3wk78ywr.jpeg?q=70
Kechaoda A27,₹970,https://www.flipkart.com/kechaoda-a27/p/itmfe39duawbf8e5?pid=MOBFE4D2MFCWZDUM&lid=LSTMOBFE4D2MFCWZDUM48L2V0&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_183&otracker=browse&fm=organic&iid=449cc137-22c1-4fb8-af21-aed4864b81b0.MOBFE4D2MFCWZDUM.SEARCH&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,Kechaoda,Glacier Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/jyq5oy80/mobile/d/7/y/kechaoda-a27-a27-original-imafhyqjdsb3afzg.jpeg?q=70
"Nothing Phone (2a) 5G (White, 256 GB)","₹25,999",https://www.flipkart.com/nothing-phone-2a-5g-white-256-gb/p/itm85c6bca5edadc?pid=MOBGVMQS9NC2DH2P&lid=LSTMOBGVMQS9NC2DH2PC9VIBX&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_184&otracker=browse&fm=organic&iid=449cc137-22c1-4fb8-af21-aed4864b81b0.MOBGVMQS9NC2DH2P.SEARCH&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,Nothing,Sea Green,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/y/m/-original-imagz7f9hzrahd2z.jpeg?q=70
"Nothing Phone (2a) 5G (Black, 256 GB)","₹25,999",https://www.flipkart.com/nothing-phone-2a-5g-black-256-gb/p/itm85c6bca5edadc?pid=MOBGVMQSVVE7CEAB&lid=LSTMOBGVMQSVVE7CEABNFJTAI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_185&otracker=browse&fm=organic&iid=449cc137-22c1-4fb8-af21-aed4864b81b0.MOBGVMQSVVE7CEAB.SEARCH&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,Nothing,Jade Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/i/x/-original-imagyr3vfpqrpkbv.jpeg?q=70
Kechaoda A27,₹968,https://www.flipkart.com/kechaoda-a27/p/itmfe39duawbf8e5?pid=MOBFE4D2CGKRMVVW&lid=LSTMOBFE4D2CGKRMVVWLINXHD&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_186&otracker=browse&fm=organic&iid=449cc137-22c1-4fb8-af21-aed4864b81b0.MOBFE4D2CGKRMVVW.SEARCH&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,Kechaoda,Jazzy Green,128 GB,https://rukminim2.flixcart.com/image/312/312/jyxaw7k0/mobile/s/y/z/kechaoda-a27-a27-original-imafhyqjukxzendy.jpeg?q=70
LAVA A3 Vibe DS Keypad Mobile| 1750 mAh Battery|Expandable Storage 32GB,"₹1,147",https://www.flipkart.com/lava-a3-vibe-ds-keypad-mobile-1750-mah-battery-expandable-storage-32gb/p/itmbb2b1e77c19d4?pid=MOBGRHR582KBDXMX&lid=LSTMOBGRHR582KBDXMX50OJZM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_187&otracker=browse&fm=organic&iid=449cc137-22c1-4fb8-af21-aed4864b81b0.MOBGRHR582KBDXMX.SEARCH&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,LAVA,Glimmer Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/g/k/a3-vibe-lava-a3-vibe-lava-original-imagrctuya4frg8r.jpeg?q=70
"Nothing Phone (2a) 5G (White, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-white-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSFSU7EFDH&lid=LSTMOBGVMQSFSU7EFDHCYFGAH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_188&otracker=browse&fm=organic&iid=449cc137-22c1-4fb8-af21-aed4864b81b0.MOBGVMQSFSU7EFDH.SEARCH&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,Nothing,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/y/m/-original-imagz7f9hzrahd2z.jpeg?q=70
itel Magic X Pro 4G| 2500mAh Big Battery| Expandable Storage upto 64GB,"₹1,633",https://www.flipkart.com/itel-magic-x-pro-4g-2500mah-big-battery-expandable-storage-upto-64gb/p/itm131ca4999afea?pid=MOBGK2B79CYXC3ZP&lid=LSTMOBGK2B79CYXC3ZPEUVAQQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_189&otracker=browse&fm=organic&iid=449cc137-22c1-4fb8-af21-aed4864b81b0.MOBGK2B79CYXC3ZP.SEARCH&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,itel,Blue Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/x/g/magicx-pro-4g-hotspot-mx-pro-itel-original-imagqhwytnc9azwm.jpeg?q=70
"SAMSUNG Galaxy F34 5G (Mystic Green, 128 GB)","₹14,999",https://www.flipkart.com/samsung-galaxy-f34-5g-mystic-green-128-gb/p/itmf0f86e1d0d3b1?pid=MOBGRZMYFH8MY6E2&lid=LSTMOBGRZMYFH8MY6E2JVJ8UT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_190&otracker=browse&fm=organic&iid=449cc137-22c1-4fb8-af21-aed4864b81b0.MOBGRZMYFH8MY6E2.SEARCH&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,SAMSUNG,Stardust Silver,256 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/w/e/-original-imagtyw9fdfnsune.jpeg?q=70
"Motorola G32 (Satin Silver, 128 GB)","₹9,999",https://www.flipkart.com/motorola-g32-satin-silver-128-gb/p/itm8e7224d29bfc6?pid=MOBGM2EHGUNGDDQR&lid=LSTMOBGM2EHGUNGDDQRKIBLDP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_191&otracker=browse&fm=organic&iid=449cc137-22c1-4fb8-af21-aed4864b81b0.MOBGM2EHGUNGDDQR.SEARCH&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,Motorola,Glimmer Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/m/4/-original-imagnvvws9fmzgtb.jpeg?q=70
"SAMSUNG Galaxy S22 5G (Phantom Black, 128 GB)","₹36,999",https://www.flipkart.com/samsung-galaxy-s22-5g-phantom-black-128-gb/p/itmfe5b23fcf67ec?pid=MOBGGG2YNYPZZN33&lid=LSTMOBGGG2YNYPZZN33QYL1EE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_192&otracker=browse&fm=organic&iid=449cc137-22c1-4fb8-af21-aed4864b81b0.MOBGGG2YNYPZZN33.SEARCH&ppt=None&ppn=None&ssid=99pcs55ctc0000001713283221389,SAMSUNG,Aurora Gold,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/v/o/-original-imagth5xdvsmprdd.jpeg?q=70
"Motorola g54 5G (Mint Green, 256 GB)","₹16,999",https://www.flipkart.com/motorola-g54-5g-mint-green-256-gb/p/itm9f608c1154160?pid=MOBGQFX8XGUATGRT&lid=LSTMOBGQFX8XGUATGRTUMNQ7U&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_193&otracker=browse&fm=organic&iid=e1aa6541-98da-4083-bbcb-2575b4c127dc.MOBGQFX8XGUATGRT.SEARCH&ppt=None&ppn=None&ssid=off74l4a0w0000001713283222483,Motorola,2a,Not available,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/2/g54-5g-payw0005in-motorola-original-imagt3mekfgqkyk8.jpeg?q=70
"OnePlus Nord CE4 (Dark Chrome, 256 GB)","₹26,612",https://www.flipkart.com/oneplus-nord-ce4-dark-chrome-256-gb/p/itm5a09089114afb?pid=MOBGZZJHPCGUQWVM&lid=LSTMOBGZZJHPCGUQWVMO3ZYF3&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_194&otracker=browse&fm=organic&iid=e1aa6541-98da-4083-bbcb-2575b4c127dc.MOBGZZJHPCGUQWVM.SEARCH&ppt=None&ppn=None&ssid=off74l4a0w0000001713283222483,OnePlus,Starfrost White,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/y/k/nord-ce4-cph2613-oneplus-original-imagzndegwfrwung.jpeg?q=70
"POCO X6 5G (Snowstorm White, 256 GB)","₹19,999",https://www.flipkart.com/poco-x6-5g-snowstorm-white-256-gb/p/itm705116870e629?pid=MOBGWMGBGPMDMYQZ&lid=LSTMOBGWMGBGPMDMYQZ4WOBZ7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_195&otracker=browse&fm=organic&iid=e1aa6541-98da-4083-bbcb-2575b4c127dc.MOBGWMGBGPMDMYQZ.SEARCH&ppt=None&ppn=None&ssid=off74l4a0w0000001713283222483,POCO,Power Black,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/a/m/-original-imagwzrj7tytaakg.jpeg?q=70
